FID,pid,code,startcode,endcode,startnr,endr,oldstatus,newstatus,change,ok
1608, ,M6-0D,M6,0D,34,74,NEW,FIX,1,1
1609, ,NG-0D,NG,0D,34,54,NEW,FIX,1,1
1610, ,NE-0D,NE,0D,3,34,NEW,FIX,1,1
1611, ,NE-0E,NE,0E,3,71,NEW,FIX,1,1
1612, ,0A-0E,0A,0E,12,71,NEW,FIX,1,1
1613, ,0F-0G,0F,0G,23,77,NEW,FIX,1,1
1614, ,M6-0F,M6,0F,23,74,NEW,FIX,1,1
1615, ,M7-0F,M7,0F,23,73,NEW,FIX,1,1
1616, ,M8-0G,M8,0G,77,97,NEW,FIX,1,1
1617, ,M9-0G,M9,0G,70,77,NEW,FIX,1,1
1618, ,MU-W4,MU,W4,38,48,NEW,FIX,1,1
1619, ,M1-0H,M1,0H,4,30,NEW,FIX,1,1
1620, ,0H-0I,0H,0I,30,60,NEW,FIX,1,1
1621, ,LM-0I,LM,0I,60,98,NEW,FIX,1,1
1622, ,LF-0J,LF,0J,46,96,NEW,FIX,1,1
1623, ,LG-0J,LG,0J,46,88,NEW,FIX,1,1
1624, ,W7-0J,W7,0J,46,75,NEW,FIX,1,1
1625, ,WR-0K,WR,0K,63,64,NEW,FIX,1,1
1626, ,W8-0K,W8,0K,61,63,NEW,FIX,1,1
1627, ,KZ-0K,KZ,0K,63,69,NEW,FIX,1,1
1628, ,LN-0H,LN,0H,30,44,NEW,FIX,1,1
1629, ,WP-0L,WP,0L,52,62,NEW,FIX,1,1
1630, ,0L-0T,0L,0T,52,54,NEW,FIX,1,1
1631, ,0L-0M,0L,0M,2,52,NEW,FIX,1,1
1632, ,0M-0O,0M,0O,2,32,NEW,FIX,1,1
1633, ,0O-0P,0O,0P,22,32,NEW,FIX,1,1
1634, ,0O-0R,0O,0R,3,32,NEW,FIX,1,1
1635, ,0R-0S,0R,0S,3,93,NEW,FIX,1,1
1636, ,0M-0N,0M,0N,2,17,NEW,FIX,1,1
1637, ,0N-0R,0N,0R,3,17,NEW,FIX,1,1
1638, ,KQ-0N,KQ,0N,17,67,NEW,FIX,1,1
1639, ,WP-0T,WP,0T,54,62,NEW,FIX,1,1
1640, ,K0-0T,K0,0T,26,54,NEW,FIX,1,1
1641, ,K0-0P,K0,0P,22,26,NEW,FIX,1,1
1642, ,KX-0P,KX,0P,22,94,NEW,FIX,1,1
1643, ,KT-0R,KT,0R,1,3,NEW,FIX,1,1
1644, ,KT-0Q,KT,0Q,1,6,NEW,FIX,1,1
1645, ,KW-KX,KW,KX,66,94,NEW,FIX,1,1
1646, ,KX-0V,KX,0V,92,94,NEW,FIX,1,1
1647, ,KW-0V,KW,0V,66,92,NEW,FIX,1,1
1648, ,0K-0S,0K,0S,63,93,NEW,FIX,1,1
1649, ,KU-0Q,KU,0Q,6,76,NEW,FIX,1,1
1650, ,KV-0V,KV,0V,40,92,NEW,FIX,1,1
1651, ,KW-K1,KW,K1,66,78,MIS,FIX,1,1
1652, ,KW-0W,KW,0W,56,66,NEW,FIX,1,1
1653, ,LJ-0W,LJ,0W,12,56,NEW,FIX,1,1
1654, ,0W-0X,0W,0X,50,56,NEW,FIX,1,1
1655, ,0Q-0S,0Q,0S,6,93,NEW,FIX,1,1
1656, ,J1-KA,J1,KA,19,68,MIS,FIX,1,1
1657, ,RX-RZ,RX,RZ,50,51,MIS,FIX,0,1
1658, ,RY-RZ,RY,RZ,50,52,MIS,FIX,0,1
1659, ,RZ-R0,RZ,R0,49,50,MIS,FIX,0,1
1660, ,6R-IT,6R,IT,36,55,MIS,FIX,1,1
1661, ,DEL.KW-LJ,KW,LJ,12,66,DEL,DEL,0,1
1662, ,HG-T0,HG,T0,52,80,MIS,FIX,0,1
1663, ,LJ-LS,LJ,LS,12,68,NEW,FIX,1,1
1664, ,LO-0U,LO,0U,21,55,NEW,FIX,1,1
1665, ,YY-0U,YY,0U,55,57,NEW,FIX,1,1
1666, ,LK-0X,LK,0X,20,50,NEW,FIX,1,1
1667, ,LL-0X,LL,0X,50,95,NEW,FIX,1,1
1668, ,LQ-WN,LQ,WN,5,65,NEW,FIX,1,1
1669, ,WN-0U,WN,0U,55,65,NEW,FIX,1,1
1670, ,LR-WN,LR,WN,25,65,NEW,FIX,1,1
1671, ,KU-KV,KU,KV,40,76,NEW,FIX,0,1
1672, ,LK-LO,LK,LO,20,21,NEW,FIX,1,1
1673, ,LS-YY,LS,YY,57,68,NEW,FIX,1,1
1674, ,YY-0Y,YY,0Y,27,57,NEW,FIX,1,1
1675, ,K7-0Y,K7,0Y,27,53,NEW,FIX,1,1
1676, ,K2-0Z,K2,0Z,24,44,MIS,FIX,1,1
1677, ,GK-0Z,GK,0Z,18,44,NEW,FIX,1,1
1678, ,0Z-00,0Z,00,34,44,NEW,FIX,1,1
1679, ,K7-00,K7,00,34,53,NEW,FIX,1,1
1680, ,GR-00,GR,00,34,38,NEW,FIX,1,1
1681, ,GR-KM,GR,KM,38,61,NEW,FIX,1,1
1682, ,KK-KL,KK,KL,11,52,NEW,FIX,0,1
1683, ,KD-01,KD,01,32,48,NEW,FIX,1,1
1684, ,01-02,01,02,32,72,NEW,FIX,1,1
1685, ,KK-01,KK,01,32,52,NEW,FIX,1,1
1686, ,02-03,02,03,55,72,NEW,FIX,1,1
1687, ,KI-03,KI,03,50,55,NEW,FIX,1,1
1688, ,6Q-03,6Q,03,53,55,NEW,FIX,1,1
1689, ,04-05,04,05,1,62,NEW,FIX,1,1
1690, ,K8-05,K8,05,1,57,NEW,FIX,1,1
1691, ,S5-05,S5,05,1,81,NEW,FIX,0,1
1692, ,K8-06,K8,06,2,57,NEW,FIX,1,1
1693, ,06-07,06,07,2,74,NEW,FIX,1,1
1694, ,S7-06,S7,06,2,88,NEW,FIX,0,1
1695, ,08-09,08,09,18,78,NEW,FIX,1,1
1696, ,07-08,07,08,74,78,NEW,FIX,1,1
1697, ,LB-07,LB,07,4,74,NEW,FIX,1,1
1698, ,LB-LC,LB,LC,4,63,NEW,FIX,1,1
1699, ,MF-08,MF,08,5,78,NEW,FIX,1,1
1700, ,MA-MD,MA,MD,70,87,NEW,FIX,1,1
1701, ,MA-MI,MA,MI,70,80,NEW,FIX,1,1
1702, ,TB-TZ,TB,TZ,95,97,NEW,FIX,0,1
1703, ,ME-09,ME,09,18,22,NEW,FIX,1,1
1704, ,MC-09,MC,09,8,18,NEW,FIX,1,1
1705, ,K3-1D,K3,1D,66,73,NEW,FIX,1,1
1706, ,KM-1D,KM,1D,61,66,NEW,FIX,1,1
1707, ,1D-1E,1D,1E,64,66,NEW,FIX,1,1
1708, ,0Y-1E,0Y,1E,27,64,NEW,FIX,1,1
1709, ,LR-LS,LR,LS,25,68,NEW,FIX,1,1
1710, ,LQ-L6,LQ,L6,5,33,NEW,FIX,1,1
1711, ,LR-LV,LR,LV,17,25,NEW,FIX,0,1
1712, ,K4-LV,K4,LV,17,77,NEW,FIX,1,1
1713, ,K5-1E,K5,1E,64,74,NEW,FIX,1,1
1714, ,6P-L7,6P,L7,14,85,NEW,FIX,1,1
1715, ,TY-TZ,TY,TZ,94,95,MIS,FIX,0,1
1716, ,TE-TZ,TE,TZ,90,95,NEW,FIX,0,1
1717, ,LX-MB,LX,MB,15,71,NEW,FIX,1,1
1718, ,6P-1G,6P,1G,69,85,NEW,FIX,1,1
1719, ,LZ-1G,LZ,1G,59,69,NEW,FIX,1,1
1720, ,L0-1G,L0,1G,23,69,NEW,FIX,1,1
1721, ,LZ-L2,LZ,L2,29,59,NEW,FIX,1,1
1722, ,UN-WS,UN,WS,95,99,NEW,FIX,1,1
1723, ,KG-04,KG,04,62,69,NEW,FIX,1,1
1724, ,1F-1I,1F,1I,4,21,NEW,FIX,1,1
1725, ,ML-1F,ML,1F,21,24,NEW,FIX,1,1
1726, ,MM-1F,MM,1F,21,47,NEW,FIX,1,1
1727, ,ML-1I,ML,1I,4,24,NEW,FIX,1,1
1728, ,TJ-1I,TJ,1I,4,34,NEW,FIX,0,1
1729, ,LZ-MB,LZ,MB,59,71,NEW,FIX,1,1
1730, ,MG-1J,MG,1J,9,54,NEW,FIX,1,1
1731, ,OB-TO,OB,TO,18,38,NEW,FIX,0,1
1732, ,OF-1M,OF,1M,12,15,NEW,FIX,1,1
1733, ,OE-1K,OE,1K,8,28,NEW,FIX,1,1
1734, ,1K-1L,1K,1L,28,97,NEW,FIX,1,1
1735, ,1L-1M,1L,1M,12,97,NEW,FIX,1,1
1736, ,OG-1M,OG,1M,12,16,NEW,FIX,1,1
1737, ,OK-1L,OK,1L,17,97,NEW,FIX,1,1
1738, ,1K-1N,1K,1N,28,89,NEW,FIX,1,1
1739, ,OJ-TW,OJ,TW,2,10,NEW,FIX,0,1
1740, ,PH-1O,PH,1O,57,59,NEW,FIX,1,1
1741, ,OI-1O,OI,1O,11,57,NEW,FIX,1,1
1742, ,OI-1P,OI,1P,11,99,NEW,FIX,1,1
1743, ,PI-1P,PI,1P,9,99,NEW,FIX,1,1
1744, ,PH-1Q,PH,1Q,35,59,NEW,FIX,1,1
1745, ,PX-1Q,PX,1Q,35,71,NEW,FIX,1,1
1746, ,VJ-1R,VJ,1R,85,93,NEW,FIX,1,1
1747, ,1R-1S,1R,1S,48,85,NEW,FIX,1,1
1748, ,PS-1S,PS,1S,48,78,NEW,FIX,1,1
1749, ,1S-1T,1S,1T,48,90,NEW,FIX,1,1
1750, ,1U-1V,1U,1V,31,95,NEW,FIX,1,1
1751, ,O7-1V,O7,1V,58,95,NEW,FIX,1,1
1752, ,O8-1U,O8,1U,21,31,NEW,FIX,1,1
1753, ,N8-1U,N8,1U,13,31,NEW,FIX,1,1
1754, ,N8-1X,N8,1X,13,42,NEW,FIX,1,1
1755, ,N8-1Y,N8,1Y,3,13,NEW,FIX,1,1
1756, ,1Y-1Z,1Y,1Z,3,6,NEW,FIX,1,1
1757, ,NM-1Z,NM,1Z,6,49,NEW,FIX,1,1
1758, ,NX-1Z,NX,1Z,6,46,NEW,FIX,1,1
1759, ,NM-1X,NM,1X,42,49,NEW,FIX,1,1
1760, ,1Z-10,1Z,10,6,66,NEW,FIX,1,1
1761, ,O7-1T,O7,1T,58,90,NEW,FIX,1,1
1762, ,PE-1T,PE,1T,90,96,NEW,FIX,1,1
1763, ,PG-1N,PG,1N,89,98,NEW,FIX,1,1
1764, ,PG-1R,PG,1R,85,98,NEW,FIX,1,1
1765, ,12-N4,12,N4,14,94,NEW,FIX,1,1
1766, ,12-PE,12,PE,14,96,NEW,FIX,1,1
1767, ,12-N6,12,N6,14,65,NEW,FIX,1,1
1768, ,N7-1Y,N7,1Y,3,64,NEW,FIX,1,1
1769, ,N2-N3,N2,N3,52,56,NEW,FIX,1,1
1770, ,MR-1J,MR,1J,9,55,NEW,FIX,1,1
1771, ,MH-1J,MH,1J,9,60,NEW,FIX,1,1
1772, ,MG-MH,MG,MH,54,60,MIS,FIX,1,1
1773, ,13-NV,13,NV,40,97,NEW,FIX,1,1
1774, ,14-15,14,15,24,86,NEW,FIX,1,1
1775, ,13-10,13,10,66,97,NEW,FIX,1,1
1776, ,L3-L4,L3,L4,26,35,NEW,FIX,1,1
1777, ,14-L2,14,L2,24,29,NEW,FIX,1,1
1778, ,15-L5,15,L5,34,86,NEW,FIX,1,1
1779, ,L1-L5,L1,L5,34,39,NEW,FIX,0,1
1780, ,16-L3,16,L3,35,67,NEW,FIX,1,1
1781, ,15-16,15,16,67,86,NEW,FIX,1,1
1782, ,16-17,16,17,61,67,NEW,FIX,1,1
1783, ,17-L5,17,L5,34,61,NEW,FIX,1,1
1784, ,17-18,17,18,1,61,NEW,FIX,1,1
1785, ,18-LQ,18,LQ,1,5,NEW,FIX,1,1
1786, ,18-19,18,19,1,47,NEW,FIX,1,1
1787, ,19-LQ,19,LQ,5,47,NEW,FIX,1,1
1788, ,19-LU,19,LU,14,47,NEW,FIX,1,1
1789, ,OH-TX,OH,TX,1,19,NEW,FIX,0,1
1790, ,OK-1O,OK,1O,17,57,NEW,FIX,1,1
1791, ,2A-1Q,2A,1Q,3,35,NEW,FIX,0,1
1792, ,2B-2C,2B,2C,23,42,NEW,FIX,0,1
1793, ,PY-VS,PY,VS,83,86,NEW,FIX,1,1
1794, ,2C-PU,2C,PU,23,72,NEW,FIX,1,1
1795, ,PZ-VS,PZ,VS,60,83,NEW,FIX,1,1
1796, ,2D-2E,2D,2E,47,95,NEW,FIX,0,1
1797, ,2D-2F,2D,2F,35,95,NEW,FIX,0,1
1798, ,2D-PZ,2D,PZ,60,95,NEW,FIX,1,1
1799, ,2G-PT,2G,PT,8,76,NEW,FIX,0,1
1800, ,2H-PD,2H,PD,14,61,NEW,FIX,0,1
1801, ,PB-PC,PB,PC,69,77,MIS,FIX,1,1
1802, ,LU-MY,LU,MY,14,42,NEW,FIX,0,1
1803, ,2I-LU,2I,LU,14,63,NEW,FIX,1,1
1804, ,2J-2K,2J,2K,31,36,NEW,FIX,1,1
1805, ,2I-2J,2I,2J,36,63,NEW,FIX,1,1
1806, ,2K-MY,2K,MY,31,42,NEW,FIX,1,1
1807, ,2L-MY,2L,MY,42,64,NEW,FIX,1,1
1808, ,2L-0I,2L,0I,60,64,NEW,FIX,1,1
1809, ,2L-2M,2L,2M,64,94,NEW,FIX,1,1
1810, ,2K-MZ,2K,MZ,11,31,NEW,FIX,1,1
1811, ,2J-M2,2J,M2,16,36,NEW,FIX,1,1
1812, ,NC-NH,NC,NH,81,85,MIS,FIX,1,1
1813, ,NH-OX,NH,OX,9,85,MIS,FIX,1,1
1814, ,NH-NI,NH,NI,82,85,MIS,FIX,1,1
1815, ,2M-M1,2M,M1,4,94,NEW,FIX,1,1
1816, ,NI-NZ,NI,NZ,82,92,MIS,FIX,1,1
1817, ,M4-M5,M4,M5,18,48,NEW,FIX,1,1
1818, ,2I-2R,2I,2R,10,63,NEW,FIX,1,1
1819, ,2Q-2T,2Q,2T,53,73,NEW,FIX,1,1
1820, ,2P-2T,2P,2T,53,83,NEW,FIX,1,1
1821, ,2O-2P,2O,2P,83,93,NEW,FIX,1,1
1822, ,2P-2Q,2P,2Q,73,83,NEW,FIX,1,1
1823, ,2O-2R,2O,2R,10,93,NEW,FIX,1,1
1824, ,2Q-11,2Q,11,27,73,NEW,FIX,1,1
1825, ,10-11,10,11,27,66,NEW,FIX,1,1
1826, ,2S-11,2S,11,27,88,NEW,FIX,1,1
1827, ,2O-2S,2O,2S,88,93,NEW,FIX,1,1
1828, ,2S-M3,2S,M3,28,88,MIS,FIX,1,1
1829, ,2R-M3,2R,M3,10,28,NEW,FIX,1,1
1830, ,2R-M4,2R,M4,10,18,NEW,FIX,1,1
1831, ,2T-2U,2T,2U,53,99,NEW,FIX,1,1
1832, ,2U-NM,2U,NM,49,99,NEW,FIX,1,1
1833, ,2V-2W,2V,2W,32,89,NEW,FIX,1,1
1834, ,2U-2V,2U,2V,89,99,NEW,FIX,1,1
1835, ,2V-NZ,2V,NZ,89,92,NEW,FIX,1,1
1836, ,2W-OW,2W,OW,32,54,NEW,FIX,1,1
1837, ,2U-2X,2U,2X,80,99,NEW,FIX,1,1
1838, ,2X-O4,2X,O4,50,80,NEW,FIX,1,1
1839, ,2X-O3,2X,O3,57,80,NEW,FIX,1,1
1840, ,2W-OY,2W,OY,32,62,NEW,FIX,1,1
1841, ,2G-2H,2G,2H,8,14,NEW,FIX,0,1
1842, ,2H-O0,2H,O0,14,38,NEW,FIX,0,1
1843, ,2Y-2Z,2Y,2Z,11,12,NEW,FIX,0,1
1844, ,2G-2Z,2G,2Z,8,11,NEW,FIX,0,1
1845, ,2Y-O0,2Y,O0,12,38,NEW,FIX,0,1
1846, ,2Y-O1,2Y,O1,12,24,NEW,FIX,0,1
1847, ,O1-O2,O1,O2,24,39,NEW,FIX,1,1
1848, ,20-OU,20,OU,2,22,NEW,FIX,1,1
1849, ,20-OW,20,OW,2,54,NEW,FIX,1,1
1850, ,20-21,20,21,2,29,NEW,FIX,1,1
1851, ,21-OU,21,OU,22,29,NEW,FIX,1,1
1852, ,21-OX,21,OX,9,29,NEW,FIX,1,1
1853, ,22-OV,22,OV,8,59,NEW,FIX,1,1
1854, ,22-O2,22,O2,39,59,NEW,FIX,1,1
1855, ,22-23,22,23,59,78,NEW,FIX,1,1
1856, ,23-OV,23,OV,8,78,NEW,FIX,1,1
1857, ,23-0E,23,0E,71,78,NEW,FIX,1,1
1858, ,25-T0,25,T0,52,57,NEW,FIX,1,1
1859, ,24-Z2,24,Z2,47,77,NEW,FIX,1,1
1860, ,24-25,24,25,47,57,NEW,FIX,1,1
1861, ,24-26,24,26,47,97,NEW,FIX,1,1
1862, ,26-AE,26,AE,11,97,NEW,FIX,1,1
1863, ,26-AF,26,AF,15,97,NEW,FIX,1,1
1864, ,AA-26,AA,26,46,97,NEW,FIX,1,1
1865, ,AD-AE,AD,AE,11,94,NEW,FIX,1,1
1866, ,29-3A,29,3A,4,85,NEW,FIX,1,1
1867, ,3A-AG,3A,AG,1,85,NEW,FIX,1,1
1868, ,3A-3B,3A,3B,74,85,NEW,FIX,1,1
1869, ,25-3B,25,3B,57,74,NEW,FIX,1,1
1870, ,3B-SD,3B,SD,71,74,NEW,FIX,1,1
1871, ,3C-AG,3C,AG,1,31,NEW,FIX,1,1
1872, ,3D-AO,3D,AO,3,99,NEW,FIX,1,1
1873, ,3D-3E,3D,3E,39,99,NEW,FIX,1,1
1874, ,3E-3F,3E,3F,39,67,NEW,FIX,1,1
1875, ,3F-3G,3F,3G,5,67,NEW,FIX,1,1
1876, ,3G-3H,3G,3H,5,92,NEW,FIX,1,1
1877, ,3H-SE,3H,SE,8,92,NEW,FIX,1,1
1878, ,3E-SE,3E,SE,8,39,NEW,FIX,1,1
1879, ,3D-SE,3D,SE,8,99,NEW,FIX,1,1
1880, ,3I-AO,3I,AO,3,95,NEW,FIX,1,1
1881, ,3F-3I,3F,3I,67,95,NEW,FIX,1,1
1882, ,3I-AJ,3I,AJ,26,95,NEW,FIX,1,1
1883, ,3G-AN,3G,AN,5,96,NEW,FIX,1,1
1884, ,3H-3J,3H,3J,56,92,NEW,FIX,1,1
1885, ,3J-AN,3J,AN,56,96,NEW,FIX,1,1
1886, ,3J-AM,3J,AM,6,56,NEW,FIX,1,1
1887, ,3K-AQ,3K,AQ,31,34,NEW,FIX,1,1
1888, ,3K-3L,3K,3L,34,95,NEW,FIX,1,1
1889, ,3L-3M,3L,3M,22,95,NEW,FIX,1,1
1890, ,3M-3N,3M,3N,22,72,NEW,FIX,1,1
1891, ,3N-3O,3N,3O,72,77,NEW,FIX,1,1
1892, ,3O-CI,3O,CI,77,86,NEW,FIX,1,1
1893, ,3O-CH,3O,CH,32,77,NEW,FIX,1,1
1894, ,3N-3P,3N,3P,52,72,NEW,FIX,1,1
1895, ,3M-CE,3M,CE,20,22,NEW,FIX,1,1
1896, ,3P-CA,3P,CA,39,52,NEW,FIX,1,1
1897, ,3P-CF,3P,CF,52,58,NEW,FIX,1,1
1898, ,3L-CJ,3L,CJ,15,95,NEW,FIX,1,1
1899, ,3Q-BT,3Q,BT,65,81,NEW,FIX,1,1
1900, ,3Q-B1,3Q,B1,50,81,NEW,FIX,1,1
1901, ,3Z-DK,3Z,DK,1,26,NEW,FIX,1,1
1902, ,3Z-33,3Z,33,1,21,NEW,FIX,1,1
1903, ,33-DL,33,DL,21,65,NEW,FIX,1,1
1904, ,33-DA,33,DA,21,30,NEW,FIX,1,1
1905, ,3Z-30,3Z,30,1,8,NEW,FIX,1,1
1906, ,30-DB,30,DB,8,48,NEW,FIX,1,1
1907, ,30-31,30,31,8,94,NEW,FIX,1,1
1908, ,31-32,31,32,59,94,NEW,FIX,1,1
1909, ,31-DD,31,DD,61,94,NEW,FIX,1,1
1910, ,3T-DD,3T,DD,61,90,NEW,FIX,1,1
1911, ,3T-DC,3T,DC,68,90,NEW,FIX,1,1
1912, ,3S-3T,3S,3T,76,90,NEW,FIX,1,1
1913, ,3R-3S,3R,3S,71,76,NEW,FIX,1,1
1914, ,3Q-3R,3Q,3R,71,81,NEW,FIX,1,1
1915, ,3R-BR,3R,BR,54,71,NEW,FIX,1,1
1916, ,3V-BQ,3V,BQ,35,44,NEW,FIX,1,1
1917, ,3V-BU,3V,BU,35,45,NEW,FIX,1,1
1918, ,3W-3X,3W,3X,32,82,NEW,FIX,1,1
1919, ,3X-BV,3X,BV,38,82,NEW,FIX,1,1
1920, ,3X-3Y,3X,3Y,2,82,NEW,FIX,1,1
1921, ,3Y-BV,3Y,BV,2,38,NEW,FIX,1,1
1922, ,3Y-B0,3Y,B0,2,62,NEW,FIX,1,1
1923, ,34-35,34,35,13,58,NEW,FIX,1,1
1924, ,34-AD,34,AD,58,94,NEW,FIX,1,1
1925, ,34-AC,34,AC,58,83,NEW,FIX,1,1
1926, ,35-36,35,36,13,63,NEW,FIX,1,1
1927, ,4A-AC,4A,AC,83,89,NEW,FIX,1,1
1928, ,4A-4B,4A,4B,48,89,NEW,FIX,1,1
1929, ,4B-BG,4B,BG,42,48,NEW,FIX,1,1
1930, ,36-4C,36,4C,63,68,NEW,FIX,1,1
1931, ,4A-BI,4A,BI,76,89,NEW,FIX,1,1
1932, ,4C-BG,4C,BG,42,68,NEW,FIX,1,1
1933, ,39-4C,39,4C,18,68,NEW,FIX,1,1
1934, ,38-39,38,39,18,88,NEW,FIX,1,1
1935, ,3W-38,3W,38,32,88,NEW,FIX,1,1
1936, ,3V-3W,3V,3W,32,35,NEW,FIX,1,1
1937, ,3W-BO,3W,BO,32,64,NEW,FIX,1,1
1938, ,35-38,35,38,13,88,NEW,FIX,1,1
1939, ,39-BH,39,BH,18,34,NEW,FIX,1,1
1940, ,BH-WF,BH,WF,30,34,NEW,FIX,1,1
1941, ,BO-WF,BO,WF,30,64,NEW,FIX,1,1
1942, ,DEL.D2-D9,D2,D9,-1,85,DEL,DEL,1,1
1943, ,4D-V1,4D,V1,13,74,NEW,FIX,1,1
1944, ,4D-WF,4D,WF,30,74,NEW,FIX,1,1
1945, ,4D-EA,4D,EA,70,74,NEW,FIX,1,1
1946, ,4D-4E,4D,4E,74,84,NEW,FIX,1,1
1947, ,4E-4F,4E,4F,69,84,NEW,FIX,1,1
1948, ,4F-BO,4F,BO,64,69,NEW,FIX,1,1
1949, ,4F-BP,4F,BP,55,69,NEW,FIX,1,1
1950, ,4I-BP,4I,BP,15,55,NEW,FIX,1,1
1951, ,4I-BQ,4I,BQ,15,44,NEW,FIX,1,1
1952, ,4I-4J,4I,4J,6,15,NEW,FIX,1,1
1953, ,4J-BR,4J,BR,6,54,NEW,FIX,1,1
1954, ,4H-4J,4H,4J,6,16,NEW,FIX,1,1
1955, ,4H-BP,4H,BP,16,55,NEW,FIX,1,1
1956, ,4G-ED,4G,ED,53,77,NEW,FIX,1,1
1957, ,4G-4H,4G,4H,16,53,NEW,FIX,1,1
1958, ,4G-EB,4G,EB,53,63,NEW,FIX,1,1
1959, ,4E-4G,4E,4G,53,84,NEW,FIX,1,1
1960, ,3U-ED,3U,ED,77,96,NEW,FIX,1,1
1961, ,3U-DE,3U,DE,73,96,NEW,FIX,1,1
1962, ,3S-3U,3S,3U,76,96,NEW,FIX,1,1
1963, ,4K-ED,4K,ED,14,77,NEW,FIX,1,1
1964, ,4K-EF,4K,EF,14,74,NEW,FIX,1,1
1965, ,4K-4L,4K,4L,10,14,NEW,FIX,1,1
1966, ,4L-DF,4L,DF,10,67,NEW,FIX,1,1
1967, ,4L-EF,4L,EF,10,74,NEW,FIX,1,1
1968, ,EN-SC,EN,SC,4,81,MIS,FIX,1,1
1969,6190-6191,GG-GH,GG,GH,5,14,FIX,FIX,0,1
1970, ,DEL.D9-EN,D9,EN,-1,81,DEL,DEL,1,1
1971, ,EA-EN,EA,EN,70,81,NEW,FIX,1,1
1972, ,DEL.GP-KC,GP,KC,46,58,DEL,DEL,1,1
1973, ,GP-KC,GP,KC,46,58,NEW,FIX,1,1
1974, ,4N-KG,4N,KG,67,69,NEW,FIX,1,1
1975, ,4O-02,4O,02,71,72,NEW,FIX,1,1
1976, ,4N-4O,4N,4O,67,71,NEW,FIX,1,1
1977, ,4O-4P,4O,4P,71,77,NEW,FIX,1,1
1978, ,4P-KE,4P,KE,45,77,NEW,FIX,1,1
1979, ,4P-KF,4P,KF,64,77,NEW,FIX,1,1
1980, ,4N-KF,4N,KF,64,67,NEW,FIX,1,1
1981, ,4Q-GZ,4Q,GZ,44,70,NEW,FIX,1,1
1982, ,4Q-G0,4Q,G0,30,70,NEW,FIX,1,1
1983, ,4Q-4R,4Q,4R,70,84,NEW,FIX,1,1
1984, ,4R-GZ,4R,GZ,44,84,NEW,FIX,1,1
1985, ,4R-4S,4R,4S,84,89,NEW,FIX,1,1
1986, ,4S-4T,4S,4T,82,89,NEW,FIX,1,1
1987, ,4T-GW,4T,GW,42,82,NEW,FIX,1,1
1988, ,4T-KE,4T,KE,45,82,NEW,FIX,1,1
1989, ,GW-GX,GW,GX,42,56,NEW,FIX,1,1
1990, ,4S-4U,4S,4U,86,89,NEW,FIX,1,1
1991, ,4U-GY,4U,GY,40,86,NEW,FIX,1,1
1992, ,4U-4V,4U,4V,54,86,NEW,FIX,1,1
1993, ,4V-G1,4V,G1,39,54,NEW,FIX,1,1
1994, ,4V-4W,4V,4W,14,54,NEW,FIX,1,1
1995, ,4W-43,4W,43,14,80,NEW,FIX,1,1
1996, ,43-GY,43,GY,40,80,NEW,FIX,1,1
1997, ,43-GC,43,GC,35,80,NEW,FIX,1,1
1998, ,4X-GC,4X,GC,15,35,NEW,FIX,1,1
1999, ,4X-GD,4X,GD,15,34,NEW,FIX,1,1
2000, ,4Z-GE,4Z,GE,25,50,NEW,FIX,1,1
2001, ,4Z-FX,4Z,FX,22,50,NEW,FIX,1,1
2002, ,44-FU,44,FU,6,17,NEW,FIX,1,1
2003, ,44-45,44,45,17,52,NEW,FIX,1,1
2004, ,44-FY,44,FY,11,17,NEW,FIX,1,1
2005, ,45-FR,45,FR,52,92,NEW,FIX,1,1
2006, ,45-EU,45,EU,52,85,NEW,FIX,1,1
2007, ,42-GB,42,GB,32,38,NEW,FIX,1,1
2008, ,42-GA,42,GA,31,38,NEW,FIX,1,1
2009, ,41-42,41,42,38,57,NEW,FIX,1,1
2010, ,4Y-4Z,4Y,4Z,5,50,NEW,FIX,1,1
2011, ,4X-4Y,4X,4Y,5,15,NEW,FIX,1,1
2012, ,4Y-41,4Y,41,5,57,NEW,FIX,1,1
2013, ,40-41,40,41,18,57,NEW,FIX,1,1
2014, ,4W-40,4W,40,14,18,NEW,FIX,1,1
2015, ,40-GC,40,GC,18,35,NEW,FIX,1,1
2016, ,40-GA,40,GA,18,31,NEW,FIX,1,1
2017, ,46-F6,46,F6,20,23,NEW,FIX,1,1
2018, ,47-F7,47,F7,48,97,NEW,FIX,1,1
2019, ,47-48,47,48,36,48,NEW,FIX,1,1
2020, ,48-FP,48,FP,36,96,NEW,FIX,1,1
2021, ,48-49,48,49,36,66,NEW,FIX,1,1
2022, ,49-FO,49,FO,59,66,NEW,FIX,1,1
2023, ,49-FP,49,FP,66,96,NEW,FIX,1,1
2024, ,FQ-SY,FQ,SY,62,98,NEW,FIX,1,1
2025, ,FK-FQ,FK,FQ,26,62,NEW,FIX,1,1
2026, ,5A-5B,5A,5B,49,64,NEW,FIX,1,1
2027, ,5A-F3,5A,F3,47,49,NEW,FIX,1,1
2028, ,5A-F4,5A,F4,28,49,NEW,FIX,1,1
2029, ,5B-ET,5B,ET,64,68,NEW,FIX,1,1
2030, ,5B-1C,5B,1C,53,64,NEW,FIX,1,1
2031, ,5C-E1,5C,E1,74,89,NEW,FIX,1,1
2032, ,5C-FJ,5C,FJ,74,94,NEW,FIX,1,1
