XCoord;YCoord;FID;NETWERKID;PID;STATUS;STARTCODE;ENDCODE
289687,75449199;6602253,78882115;1175;0; ;NEW;T1;EK
287377,92776246;6600895,35969241;1176;0; ;NEW;EK;T5
286628,32019773;6594542,55112524;1177;0; ;NEW;T7;T8
291538,79488711;6601096,86464139;1178;0; ;NEW;EK;T4
292034,35867893;6603701,71007397;1179;0; ;NEW;T3;T4
290649,19654412;6606811,91489170;1180;0; ;NEW;T2;T3
292420,63236258;6607674,44688364;1181;0; ;NEW;T3;EP
286617,45491981;6602039,69636799;1182;0; ;NEW;T1;T5
285179,41496652;6599350,96507931;1183;0; ;NEW;T5;T6
285598,25206234;6596421,50764695;1184;0; ;NEW;T6;T7
287684,11575115;6593657,76794900;1185;0; ;NEW;T8;T9
290780,83140904;6595322,00065049;1186;0; ;NEW;T8;UA
294481,85505593;6595076,78136209;1187;0; ;NEW;HP;UA
294916,43793729;6600644,44023930;1188;0; ;NEW;T4;UB
296573,97838212;6600917,65968244;1189;0; ;NEW;UB;EM
296876,22051680;6600957,55375433;1190;0; ;NEW;EM;UC
297053,86384476;6601036,23298639;1191;0; ;NEW;UC;UD
296388,00874310;6600485,02762252;1192;0; ;NEW;FH;UB
296100,66956150;6605589,97808950;1193;0; ;NEW;EO;UE
293986,70186978;6608151,38878888;1194;0; ;NEW;UE;EP
293650,01716726;6592732,52832082;1195;0; ;NEW;UA;HW
289116,18761257;6589320,24676732;1196;0; ;NEW;UF;HX
289449,47315399;6587577,32649100;1197;0; ;NEW;UF;UG
291417,83770928;6585828,20608512;1198;0; ;NEW;UG;I9
292520,11155574;6585822,73943403;1199;0; ;NEW;I9;UH
294771,08552702;6586847,95102242;1200;0; ;NEW;UH;JA
300551,96319037;6599171,37010846;1201;0; ;NEW;HZ;UI
299451,76413104;6600584,05933870;1202;0; ;NEW;UD;UI
302222,02679685;6599923,81387231;1203;0; ;NEW;UI;H0
299531,21081463;6601345,54417471;1204;0; ;NEW;H1;UD
315797,39577995;6597942,33456767;1205;0; ;NEW;IR;UJ
316857,93301903;6596814,89117158;1206;0; ;NEW;UJ;IB
316752,31980769;6599578,30068791;1207;0; ;NEW;UJ;UK
315110,70402275;6601508,79510278;1208;0; ;NEW;UK;IT
305473,49719863;6601992,68401070;1209;0; ;NEW;HB;UM
305200,42371097;6599719,06004104;1210;0; ;NEW;UM;H2
303713,65629044;6599743,29811875;1211;0; ;NEW;H2;H0
302023,52784333;6600421,53114579;1212;0; ;MIS;H1;H0
301115,70239452;6596804,83254363;1213;0; ;MIS;HZ;HY
310056,54144717;6600162,63914198;1214;0; ;NEW;IK;UL
308410,58518197;6597513,27762201;1215;0; ;NEW;IJ;UL
306990,88300675;6599352,79657542;1216;0; ;NEW;UM;UL
310403,33669213;6597994,94159430;1217;0; ;NEW;UL;UO
312916,91466183;6596403,70324659;1218;0; ;NEW;UO;IM
310013,60089196;6595754,29989719;1219;0; ;NEW;UO;UP
308661,69010086;6595050,00189984;1220;0; ;NEW;UP;UQ
308726,21008601;6594886,05204734;1221;0; ;NEW;UP;UR
308239,59836317;6595472,17110866;1222;0; ;NEW;IJ;UQ
302604,26169482;6592040,19168805;1223;0; ;NEW;H7;US
301757,30699529;6593156,39725516;1224;0; ;NEW;US;HS
301749,55743758;6592317,52650995;1225;0; ;NEW;US;UT
300414,76226611;6592643,55982732;1226;0; ;NEW;HT;UT
301409,52592297;6591178,07319144;1227;0; ;NEW;UT;H9
302810,30434304;6590242,31516471;1228;0; ;NEW;H8;UU
301678,48626207;6589999,62173836;1229;0; ;NEW;UU;H9
300990,63208250;6589948,98544610;1230;0; ;NEW;H9;UV
302844,84558517;6587877,45464279;1231;0; ;NEW;UU;UW
303983,13407324;6587437,21150621;1232;0; ;NEW;UY;UW
300732,35759285;6588303,02959958;1233;0; ;NEW;UV;UZ
301729,09945657;6585929,78208784;1234;0; ;NEW;UW;UZ
300539,16032271;6586394,10469211;1235;0; ;NEW;UZ;U0
298798,89353791;6586714,93542395;1236;0; ;NEW;U0;JB
299589,01356292;6585421,46009333;1237;0; ;NEW;U0;JC
296719,62317478;6587398,73478764;1238;0; ;NEW;JB;U1
296033,82583240;6587596,99769315;1239;0; ;NEW;U1;JA
298401,75922401;6588741,06963060;1240;0; ;NEW;U1;UV
308231,50829829;6594462,30860637;1241;0; ;NEW;II;UQ
308637,37239864;6594294,77432792;1242;0; ;NEW;IH;UR
307035,20139521;6586727,94209779;1243;0; ;NEW;JQ;U2
305595,20954680;6584589,01505037;1244;0; ;NEW;U2;JP
303907,21935842;6590199,97522288;1245;0; ;NEW;H8;UY
304766,84181950;6587103,02192994;1246;0; ;NEW;UY;JP
311395,85258022;6594714,41696262;1247;0; ;NEW;UO;IG
309913,22456167;6594110,25408791;1248;0; ;NEW;UR;IG
307191,39368035;6583939,08793078;1249;0; ;NEW;U2;U3
309023,54226928;6582196,52973636;1250;0; ;NEW;U3;U4
309953,94406154;6579917,77980752;1251;0; ;NEW;U4;VG
311165,50170747;6582537,89705653;1252;0; ;NEW;U4;JO
312506,72345004;6579849,19395148;1253;0; ;NEW;VG;JM
312123,58565406;6585016,72295604;1254;0; ;NEW;JO;U5
312473,08252702;6585841,87703072;1255;0; ;NEW;U5;JR
310268,67560262;6584136,47365713;1256;0; ;NEW;U3;U5
312703,44344806;6586986,26837700;1257;0; ;NEW;JR;U7
312841,98084611;6588545,11593110;1258;0; ;NEW;U7;JS
311564,24575470;6589415,58654822;1259;0; ;NEW;U7;U8
312587,97050153;6590682,02349854;1260;0; ;NEW;JS;U8
311390,95757642;6592419,90233544;1261;0; ;NEW;U8;IG
313948,96490718;6593417,41675230;1262;0; ;NEW;U8;IF
316305,06913329;6594226,34004621;1263;0; ;NEW;VH;IF
315152,29814515;6595530,29625216;1264;0; ;NEW;VH;IM
316345,40943310;6595169,23692509;1265;0; ;NEW;VH;VI
316386,95392339;6592114,03728907;1266;0; ;NEW;JT;U9
317035,77024671;6591326,00851907;1267;0; ;NEW;JT;VA
315466,49039485;6590079,83327729;1268;0; ;NEW;U9;VA
314218,55193506;6590179,27413407;1269;0; ;NEW;U9;JS
314136,01962073;6587270,42221586;1270;0; ;NEW;VA;JO
319798,72986212;6589401,37574685;1271;0; ;NEW;J3;VB
318298,53645157;6588049,68621339;1272;0; ;NEW;VB;J2
319092,92682287;6586855,43019865;1273;0; ;NEW;J2;VC
320653,18946857;6586733,24369512;1274;0; ;NEW;J1;VC
320664,17859635;6601694,97048870;1275;0; ;NEW;IW;VF
321797,05134590;6602600,28192047;1276;0; ;NEW;VF;I3
316722,08247490;6602335,44012978;1277;0; ;NEW;UK;IU
311053,57100157;6608097,22938761;1278;0; ;NEW;VL;G8
313856,12009748;6607797,04712793;1279;0; ;NEW;G9;VK
312160,30373137;6610136,95786821;1280;0; ;NEW;VK;G8
307373,92946069;6608939,73525069;1281;0; ;NEW;G3;VL
308977,96778554;6605953,16520912;1282;0; ;NEW;VL;HA
319399,94979798;6605076,70621151;1283;0; ;NEW;VF;VM
320774,47596581;6606670,66691791;1284;0; ;NEW;VM;I4
317634,30396926;6608948,78425881;1285;0; ;NEW;VM;HM
323873,56868054;6581989,48500995;1286;0; ;NEW;JY;VE
323122,37175367;6583554,02788707;1287;0; ;NEW;J0;VE
325018,74130809;6584975,13035243;1288;0; ;NEW;J9;VE
322249,20676752;6583611,39367601;1289;0; ;NEW;J0;VD
320202,22642132;6584203,00941784;1290;0; ;NEW;VD;VC
319563,93768310;6582002,91929452;1291;0; ;NEW;JV;VD
333899,82880649;6585951,97267892;1292;0; ;NEW;N1;VN
333430,17227883;6588785,50184790;1293;0; ;NEW;VN;VO
331398,28303389;6590482,02485199;1294;0; ;NEW;VP;VO
336212,47439708;6587724,36129019;1295;0; ;NEW;VN;VQ
335975,85837034;6586813,78372643;1296;0; ;NEW;VN;VR
336897,41187365;6587196,37954083;1297;0; ;NEW;VR;VQ
336158,17672082;6585262,89546259;1298;0; ;NEW;VY;VR
333248,75218059;6594009,47542226;1299;0; ;NEW;VX;NP
330768,64074920;6593870,98740763;1300;0; ;NEW;NQ;VX
329822,91360441;6590106,09839064;1301;0; ;NEW;J6;VP
338668,59441058;6585895,10417041;1302;0; ;NEW;VR;VW
339472,85427115;6583709,91682108;1303;0; ;NEW;KS;VW
341127,78043349;6585063,03614312;1304;0; ;NEW;VW;KN
336681,73423341;6583308,45675527;1305;0; ;NEW;KS;VY
338806,33233466;6588761,92802932;1306;0; ;NEW;VQ;VV
341201,17920670;6589444,25368544;1307;0; ;NEW;VU;VV
341170,11125393;6591250,67856631;1308;0; ;NEW;VU;VT
339287,25391815;6597540,92562536;1309;0; ;MIS;D3;D7
335369,37702800;6600856,07426059;1310;0; ;NEW;D4;VZ
334621,73140245;6601998,96480161;1311;0; ;NEW;VZ;BM
337152,24061956;6601690,96513397;1312;0; ;NEW;D4;V0
339527,89034590;6601892,04272136;1313;0; ;NEW;V0;D2
337389,17175955;6603612,34845488;1314;0; ;NEW;V1;V0
335645,68299776;6604574,97131239;1315;0; ;NEW;V1;V2
334908,77696031;6604622,19828769;1316;0; ;NEW;V2;V3
333605,17028338;6604233,04635714;1317;0; ;NEW;V3;V4
334836,00434866;6603504,12220213;1318;0; ;NEW;BM;V2
333270,55004449;6603220,33081296;1319;0; ;NEW;BM;V4
332159,96192295;6603931,88081127;1320;0; ;NEW;V4;V5
331341,75943846;6603778,49055175;1321;0; ;NEW;V5;BL
331507,46612984;6602007,07873668;1322;0; ;NEW;V5;V6
333471,24294073;6600658,04271712;1323;0; ;NEW;V6;VZ
329614,37828303;6600347,67679009;1324;0; ;NEW;V7;V6
329413,89306573;6602794,65705078;1325;0; ;NEW;V7;BL
326818,61393891;6601451,56169818;1326;0; ;NEW;V7;I8
331849,51661510;6598884,44327551;1327;0; ;NEW;V6;V8
328949,70846370;6597113,88628021;1328;0; ;NEW;V8;NT
331424,13275870;6595668,61672422;1329;0; ;NEW;NR;V9
333380,66583839;6597728,15462192;1330;0; ;NEW;V9;WA
334216,36313400;6598954,63960618;1331;0; ;NEW;WA;D5
332630,81459791;6597760,02678097;1332;0; ;NEW;V8;V9
332967,38707239;6596118,76877948;1333;0; ;NEW;WA;VX
327643,64056233;6604409,96561994;1334;0; ;NEW;V7;WB
329625,87523488;6605550,42260136;1335;0; ;NEW;BL;WB
327964,13033444;6607425,30044782;1336;0; ;NEW;WB;BK
330476,66654810;6609718,22059398;1337;0; ;NEW;WC;WD
328494,66278951;6608462,72939467;1338;0; ;NEW;BK;WC
327555,98110304;6610780,86488947;1339;0; ;NEW;BJ;WC
332037,62010505;6611279,32702070;1340;0; ;NEW;WD;BH
332154,52369491;6609671,07334293;1341;0; ;NEW;WD;WE
334113,90488828;6609491,99307878;1342;0; ;NEW;WE;WF
332709,06210114;6606777,57517428;1343;0; ;NEW;WE;V3
342389,69888249;6594209,54007397;1344;0; ;NEW;VT;SC
345355,01290152;6588985,33422170;1345;0; ;NEW;GN;WG
344880,76073828;6592382,95539409;1346;0; ;NEW;GF;WG
343229,90906996;6590198,48841849;1347;0; ;NEW;VU;WG
342067,41712254;6585152,84109570;1348;0; ;NEW;KN;WH
342131,49815135;6587204,10765376;1349;0; ;NEW;VV;WH
344766,68884716;6587244,27838652;1350;0; ;NEW;GN;WO
346164,04839129;6587440,85944434;1351;0; ;NEW;WO;GM
345678,07062319;6586227,06524142;1352;0; ;NEW;WO;WK
347012,11818801;6585206,97189775;1353;0; ;NEW;WK;WL
348299,10065927;6585970,99351531;1354;0; ;NEW;WL;GM
348380,45734864;6584523,35488679;1355;0; ;NEW;WL;WP
345968,21418155;6584227,82685452;1356;0; ;NEW;WK;WJ
344221,37556728;6582834,64372105;1357;0; ;NEW;WI;WM
343100,06265609;6584489,29561169;1358;0; ;NEW;WH;WI
344595,70537236;6584218,32795167;1359;0; ;NEW;WI;WJ
344583,19864859;6585815,87590667;1360;0; ;NEW;GN;WJ
342740,17026596;6582903,47611925;1361;0; ;NEW;KN;WM
344331,13095699;6580787,44046810;1362;0; ;NEW;WM;KQ
341402,65042323;6577270,38694378;1363;0; ;NEW;SB;WQ
343222,56961346;6578676,10397737;1364;0; ;NEW;WQ;KQ
342394,97700738;6576073,36916416;1365;0; ;NEW;WQ;WR
334686,96859683;6583106,63697789;1366;0; ;NEW;5L;VY
330911,89517650;6577407,78530852;1367;0; ;NEW;OM;WS
333872,46237805;6576492,24745167;1368;0; ;NEW;WS;N0
324125,72085500;6577328,49845710;1369;0; ;NEW;QW;WT
325789,57256370;6576166,85421227;1370;0; ;NEW;WT;OL
324244,08728833;6575306,98449164;1371;0; ;NEW;WT;OQ
325522,96619105;6571452,34666356;1372;0; ;NEW;OP;WW
329667,55159116;6572803,20412959;1373;0; ;NEW;OR;WU
331226,20502930;6571501,47747464;1374;0; ;NEW;WU;UN
332695,73189241;6569745,24386319;1375;0; ;NEW;UN;LI
327167,02129143;6570036,48374580;1376;0; ;NEW;WW;WV
329067,52989750;6571172,09909003;1377;0; ;NEW;WV;WU
330696,92189600;6569018,30647590;1378;0; ;NEW;WV;WX
329248,48375121;6567626,21735115;1379;0; ;NEW;YI;WX
333423,11972455;6567613,82417703;1380;0; ;NEW;WX;OO
324607,81863430;6569093,25075968;1381;0; ;NEW;WY;YI
323185,01447320;6567752,82178639;1382;0; ;NEW;R2;WY
323228,96166008;6569873,32389553;1383;0; ;NEW;QX;WY
332943,98183005;6565165,21143545;1384;0; ;NEW;OO;WZ
332459,71113194;6562686,27651553;1385;0; ;NEW;W0;WZ
334204,54784210;6562727,65507796;1386;0; ;NEW;WZ;PK
329502,42695545;6562606,31158806;1387;0; ;NEW;PQ;W0
327912,94959510;6559235,97421825;1388;0; ;NEW;PP;W1
328805,34915907;6558125,16500076;1389;0; ;NEW;W1;PO
330592,32683999;6558701,71695190;1390;0; ;NEW;PO;W2
333243,59780428;6561475,34497626;1391;0; ;NEW;6S;PK
334772,67066588;6559862,93912601;1392;0; ;NEW;W2;MX
340861,17654622;6561536,52578622;1393;0; ;NEW;W3;MW
338886,84810247;6562764,58131227;1394;0; ;NEW;MX;W3
341335,16467458;6562908,35930040;1395;0; ;NEW;W3;W4
340471,42696762;6564470,37479145;1396;0; ;NEW;W4;W5
336344,58471337;6566050,59337012;1397;0; ;NEW;LH;W5
337116,08751808;6569225,36465645;1398;0; ;NEW;LH;W6
338046,33242400;6570958,70368747;1399;0; ;NEW;LD;W6
341064,26898490;6573686,81435639;1400;0; ;NEW;WR;W8
340589,76475113;6571596,72670019;1401;0; ;NEW;W6;W8
340067,34688820;6570701,99500650;1402;0; ;NEW;W6;W7
330719,45124443;6556660,12107620;1403;0; ;NEW;PO;XA
333197,31268429;6555491,95560230;1404;0; ;NEW;XA;W9
335574,92390693;6555671,77289734;1405;0; ;NEW;W9;PN
334255,79975004;6553828,64325227;1406;0; ;NEW;W9;XB
325130,16902783;6553605,26327321;1407;0; ;NEW;RX;XC
324573,43292048;6554561,59626330;1408;0; ;NEW;XC;RW
327667,86438282;6554441,40808538;1409;0; ;NEW;P2;XD
328104,84949007;6553683,02226582;1410;0; ;NEW;XD;P1
330195,64559287;6554169,24754881;1411;0; ;NEW;XA;XD
323397,59028520;6556618,53062417;1412;0; ;NEW;RU;XE
324602,12066422;6556983,93969574;1413;0; ;NEW;XE;XF
325386,53902563;6557081,38394882;1414;0; ;NEW;XF;XG
325072,02241541;6556116,07337532;1415;0; ;NEW;XE;XG
327079,67066473;6557326,34694319;1416;0; ;NEW;XG;W1
325225,21080187;6558271,59626796;1417;0; ;NEW;XF;RT
321953,73884661;6561347,44429589;1418;0; ;NEW;RS;R4
322348,54140324;6564834,81031151;1419;0; ;NEW;XH;R2
321155,14197131;6563018,45059586;1420;0; ;NEW;R8;XH
321363,51838841;6562179,61461662;1421;0; ;NEW;XH;R6
320827,99232412;6561908,58392469;1422;0; ;NEW;R6;XI
320014,68441275;6561770,55322830;1423;0; ;NEW;XI;XJ
319913,59297293;6561524,03640271;1424;0; ;NEW;XJ;RR
320122,06077587;6560724,23294022;1425;0; ;NEW;RR;XK
320964,72845672;6560905,01852069;1426;0; ;NEW;RS;XI
320731,97885865;6558715,46652546;1427;0; ;NEW;XK;RV
320776,68598424;6556364,69889236;1428;0; ;NEW;RV;XL
322262,86869826;6554703,53375220;1429;0; ;NEW;XL;XC
319982,19723271;6555373,88721213;1430;0; ;NEW;R0;XL
329089,64058881;6552130,78489286;1431;0; ;NEW;P1;XM
322989,77974624;6547162,16170777;1432;0; ;NEW;XN;RY
324089,95817761;6545303,71191016;1433;0; ;NEW;XN;XO
320589,70456695;6546231,50453818;1434;0; ;NEW;XN;RI
318443,05411131;6546907,58093926;1435;0; ;NEW;RI;XP
317871,49158648;6544876,88148342;1436;0; ;NEW;XP;XQ
316461,04891905;6545866,68491062;1437;0; ;NEW;XP;XR
314814,87537654;6544699,90269184;1438;0; ;NEW;XR;RJ
316188,86397580;6543602,65433469;1439;0; ;NEW;XT;XQ
314539,74631512;6543329,21287605;1440;0; ;NEW;RJ;XT
314493,37205342;6542256,88001496;1441;0; ;NEW;XT;XS
311283,80440456;6540557,84417014;1442;0; ;NEW;XS;XU
309746,25244691;6542498,89570193;1443;0; ;NEW;XV;XW
312234,95459090;6543025,82495832;1444;0; ;NEW;XW;RJ
310093,54684562;6544575,26849357;1445;0; ;NEW;XX;XW
310067,36588576;6546986,40654172;1446;0; ;NEW;RK;XX
309141,02241073;6546066,27043614;1447;0; ;NEW;XX;XY
307280,02180548;6545357,48539173;1448;0; ;NEW;XY;XZ
305962,78227738;6547045,55100655;1449;0; ;NEW;XY;X0
314859,61792493;6547375,34913115;1450;0; ;NEW;XR;YF
313385,44360681;6548631,04298041;1451;0; ;NEW;RG;X1
311937,01002654;6547907,86207808;1452;0; ;NEW;RK;X1
312538,64790683;6549033,76973532;1453;0; ;NEW;X1;X2
313575,43242016;6549804,52196338;1454;0; ;NEW;RF;X3
312166,07586546;6549637,05796884;1455;0; ;NEW;X2;X3
311284,29372692;6549260,12621205;1456;0; ;NEW;SA;X2
309671,53109668;6550319,86212187;1457;0; ;NEW;RL;X5
310572,52227006;6551497,32676430;1458;0; ;NEW;X5;RO
311796,31089463;6551019,99158127;1459;0; ;NEW;RO;X4
312284,99304238;6550406,02780158;1460;0; ;NEW;X3;X4
313013,43518057;6551702,13440995;1461;0; ;NEW;X4;RP
310849,42176969;6552905,91618066;1462;0; ;NEW;RO;X6
308908,98890444;6554809,66479130;1463;0; ;NEW;X6;RN
310336,00529296;6554960,11781343;1464;0; ;NEW;X6;X7
312501,24632725;6554046,20147635;1465;0; ;NEW;RP;X7
316130,83659184;6553876,57308653;1466;0; ;NEW;R1;X8
315418,81022076;6556844,69589165;1467;0; ;NEW;X8;YA
316922,98164740;6557001,16812964;1468;0; ;NEW;X8;RQ
318773,58320151;6557707,81933660;1469;0; ;NEW;X9;XK
307896,44761953;6551241,77236437;1470;0; ;NEW;X5;YG
304127,79722952;6550709,76910138;1471;0; ;NEW;RM;YJ
305848,81711882;6552404,82027080;1472;0; ;NEW;RM;YG
307242,49846326;6553357,35385759;1473;0; ;NEW;YG;RN
312010,69167078;6558433,27658895;1474;0; ;NEW;YB;X7
309738,03752798;6557739,60749384;1475;0; ;NEW;RC;X7
308602,88224411;6559981,69786555;1476;0; ;NEW;RC;YC
304063,67981292;6553961,89066638;1477;0; ;NEW;Q3;YN
302839,02803516;6555227,06197774;1478;0; ;NEW;Q3;YO
300998,68867882;6555245,09105447;1479;0; ;NEW;YO;Q4
301512,86475389;6553849,35186740;1480;0; ;NEW;YO;YL
299138,14909837;6554085,37284495;1481;0; ;NEW;YP;YM
316445,40654674;6559794,41078474;1482;0; ;NEW;RQ;YA
314288,05052314;6560212,59071766;1483;0; ;NEW;YA;RA
320385,06430752;6562609,53826475;1484;0; ;NEW;R8;XJ
311337,01281798;6565632,83830507;1485;0; ;NEW;Q9;YD
310552,44500750;6566529,59679490;1486;0; ;NEW;Q8;YD
312427,02032523;6561608,14762932;1487;0; ;NEW;RA;YB
310334,59441826;6563599,99405866;1488;0; ;NEW;YB;YD
309801,75707919;6560777,31166276;1489;0; ;NEW;YB;YC
309232,67241798;6568682,74369844;1490;0; ;NEW;YE;QO
382655,01054576;6575674,67395888;1491;0; ;MIS;MD;TB
342417,51478132;6570856,48016843;1492;0; ;NEW;W7;LE
340609,90399415;6566125,28640174;1493;0; ;NEW;W5;LG
306508,50350271;6559535,84154866;1494;0; ;NEW;YC;YQ
304304,18804491;6561069,22264114;1495;0; ;NEW;YQ;YR
302746,43656619;6560987,58233891;1496;0; ;NEW;YR;YS
303417,37318431;6562519,12144131;1497;0; ;NEW;YU;YT
302293,92660662;6562190,95269012;1498;0; ;NEW;YU;YV
303383,94826029;6562236,25090527;1499;0; ;NEW;YT;YR
301411,50296253;6560825,21877460;1500;0; ;NEW;YS;YV
299834,22895354;6562991,61274953;1501;0; ;NEW;YV;YW
297670,87481710;6563121,30180849;1502;0; ;NEW;YW;YX
299285,11709106;6560826,14757211;1503;0; ;NEW;YV;QE
297784,51723900;6561479,14367959;1504;0; ;NEW;QE;YW
296610,11646636;6557966,44262094;1505;0; ;NEW;QC;Y0
297891,12139005;6555929,63632519;1506;0; ;NEW;Y0;YP
299458,60727121;6555274,62197056;1507;0; ;NEW;YP;Q4
296347,47019709;6555313,62065156;1508;0; ;NEW;Y0;Y3
294264,57546131;6555749,02049062;1509;0; ;NEW;Y1;Y4
294999,37518003;6558402,25570887;1510;0; ;NEW;QB;Y1
293331,79584708;6557190,51808846;1511;0; ;NEW;Y1;Y2
292180,24444491;6559615,49588876;1512;0; ;NEW;Y2;Y6
290219,86873715;6562132,23340027;1513;0; ;NEW;Y6;Y7
291699,73497399;6562825,15545917;1514;0; ;NEW;Y6;QG
296541,22593780;6562877,74242015;1515;0; ;NEW;YZ;YX
296267,73177996;6560751,82737584;1516;0; ;NEW;YZ;QD
298031,79724681;6564770,69309903;1517;0; ;NEW;YX;QA
295362,81923219;6563515,18422446;1518;0; ;NEW;P9;YZ
293601,83299318;6564339,37975557;1519;0; ;NEW;P9;QF
298371,69290262;6566430,99017868;1520;0; ;NEW;QA;ZA
299716,56756399;6567457,70193738;1521;0; ;NEW;ZA;QT
300829,75267958;6565957,99145665;1522;0; ;NEW;ZA;ZB
303117,34540899;6564046,04208855;1523;0; ;NEW;ZB;YU
306854,49675828;6564596,51056629;1524;0; ;NEW;Q8;YT
302309,49702642;6567339,44284059;1525;0; ;NEW;QS;ZB
302421,20665565;6569281,17062860;1526;0; ;NEW;QR;ZC
305809,27224944;6568564,34663839;1527;0; ;NEW;ZC;YE
307615,89342942;6571424,59088721;1528;0; ;NEW;QP;YE
304512,09121236;6572240,63093223;1529;0; ;NEW;ZD;QQ
303527,83695941;6570397,04824966;1530;0; ;NEW;ZC;ZD
302800,77981454;6571182,27035200;1531;0; ;NEW;ZD;ZE
301347,78323842;6571020,89284557;1532;0; ;NEW;ZE;ZF
299620,41526644;6570722,02400795;1533;0; ;NEW;P7;ZF
301448,64879121;6574805,41731459;1534;0; ;NEW;ZG;QH
303163,85965668;6574735,83424370;1535;0; ;NEW;QJ;QH
299033,68162654;6573222,87622998;1536;0; ;NEW;ZG;P6
301997,28482283;6570243,85025123;1537;0; ;NEW;QR;ZE
300615,30160484;6572609,19957645;1538;0; ;NEW;ZF;ZG
291852,07783062;6566213,80600585;1539;0; ;NEW;P3;Y9
291779,10620201;6564495,71516688;1540;0; ;NEW;Y9;QF
290343,18220201;6565939,70557277;1541;0; ;NEW;Y9;Y8
291394,90681326;6570068,18024260;1542;0; ;NEW;P3;P4
310350,07978612;6577527,80331581;1543;0; ;NEW;QL;VG
289643,36209311;6574978,82951317;1544;0; ;NEW;ZH;ZI
291000,93579974;6577122,66139383;1545;0; ;NEW;ZH;ZJ
291540,93435356;6574849,03692499;1546;0; ;NEW;ZH;P4
292160,21069937;6577359,63646477;1547;0; ;NEW;ZH;JL
296004,25415141;6579900,66640009;1548;0; ;NEW;JK;ZK
297070,22666537;6581277,51706193;1549;0; ;NEW;ZK;JD
306957,05603389;6580703,69701644;1550;0; ;NEW;JG;U4
303531,51930554;6584433,38290157;1551;0; ;NEW;UW;JE
294861,22402669;6583501,82068404;1552;0; ;NEW;UH;ZK
290430,35283789;6581527,95468402;1553;0; ;NEW;ZL;ZM
290055,90758774;6585646,33953199;1554;0; ;NEW;UG;ZN
287394,21205944;6587916,37805947;1555;0; ;NEW;ZO;UF
283730,24900752;6593354,62112220;1556;0; ;NEW;T7;ZQ
285409,16010669;6590562,79286013;1557;0; ;NEW;T9;ZP
299928,70904187;6608269,72417766;1558;0; ;NEW;FG;ZR
300858,64721427;6606829,85566000;1559;0; ;NEW;FF;ZR
304031,51211535;6608407,44165902;1560;0; ;NEW;ZR;G3
295201,96587818;6608673,56072395;1561;0; ;NEW;UE;ZS
297091,84721824;6608811,57625118;1562;0; ;NEW;ZS;FG
296126,19098223;6609778,41348321;1563;0; ;NEW;ZS;ZT
291573,05303802;6608374,81541372;1564;0; ;NEW;T2;ZU
293400,28578957;6608989,85100688;1565;0; ;NEW;ZU;EP
294542,95740870;6609728,98358153;1566;0; ;NEW;ZU;ZT
297974,39928588;6611662,40803120;1567;0; ;NEW;ZT;ZV
300748,90238538;6612573,11582810;1568;0; ;NEW;ZV;ZW
299809,41096439;6610455,57798245;1569;0; ;NEW;FG;ZW
302468,65709740;6612515,19946869;1570;0; ;NEW;ZW;GU
301887,66129690;6614107,29264964;1571;0; ;NEW;ZV;ZX
303827,95191587;6614362,75490274;1572;0; ;NEW;ZX;GU
305745,29759716;6615239,11827436;1573;0; ;NEW;ZX;G7
309950,77010936;6618980,65281233;1574;0; ;NEW;G7;ZY
313621,31064081;6619843,79764219;1575;0; ;NEW;ZY;ZZ
312980,88729557;6617271,53695955;1576;0; ;NEW;ZZ;HE
313270,36739487;6610126,92638386;1577;0; ;NEW;VK;HN
318201,76413831;6619251,41020798;1578;0; ;NEW;Z0;HJ
317609,95043946;6620709,85739875;1579;0; ;NEW;Z0;AH
315630,82615941;6619630,43482326;1580;0; ;NEW;ZZ;Z0
314979,60224596;6622096,28543822;1581;0; ;NEW;Z1;HG
317519,27164670;6622110,71889231;1582;0; ;NEW;Z1;AH
317402,66325300;6623881,33642806;1583;0; ;NEW;Z1;Z2
318377,35565217;6624681,72566996;1584;0; ;NEW;Z2;T0
313199,01982220;6621225,19228456;1585;0; ;NEW;ZY;HG
323860,80066951;6619047,15074777;1586;0; ;NEW;HI;AC
335261,32473593;6551490,55042084;1587;0; ;NEW;XB;Z4
292584,49280441;6556668,72423226;1588;0; ;NEW;Y2;Y5
283172,48708768;6597851,45064756;1589;0; ;NEW;Z5;T6
327366,08276288;6591657,94625064;1590;0; ;DEL;NS;J4
391983,78907022;6553402,63022057;1591;0; ;MIS;OG;TS
316656,88915735;6595922,38314280;1592;0; ;NEW;IB;VI
317468,67047140;6594819,44765612;1593;0; ;NEW;VI;IC
332582,69370260;6591587,51987791;1594;0; ;NEW;Z6;Z7
330639,20477658;6592602,60836109;1595;0; ;NEW;NQ;Z7
333578,03504455;6591206,43516482;1596;0; ;NEW;Z6;VO
334422,76075579;6592717,91919937;1597;0; ;NEW;NP;Z7
330493,62218691;6591549,39751031;1598;0; ;NEW;Z7;Z8
330460,24091847;6591173,26202351;1599;0; ;NEW;Z8;VP
328853,80765397;6591563,72261993;1600;0; ;NEW;Z8;Z9
320567,30708013;6559257,81335447;1601;0; ;DEL;RR;RV
332570,13782821;6603467,42335352;1602;0; ;DEL;BM;BL
334226,29139030;6582602,18766691;1603;0;6467-6492;DEL;ON;NY
289824,43255024;6594129,65313221;1604;0; ;DEL;HO;HX
