XCoord;YCoord;NETWERKID;NETWERK;PID;STATUS;STARTCODE;ENDCODE
305901,51518463;6563462,49923780;127;Fietsnetwerk Westhoek;6588-6590;FIX;Q8;Q6
303029,46242031;6559390,95256373;127;Fietsnetwerk Westhoek;6587-6588;FIX;Q6;Q5
303328,60859578;6557435,70779424;127;Fietsnetwerk Westhoek;6584-6587;FIX;Q5;Q3
304415,86471508;6553343,44931800;127;Fietsnetwerk Westhoek;6584-6606;FIX;Q3;RM
306939,13360169;6550412,80543901;127;Fietsnetwerk Westhoek;6605-6606;FIX;RM;RL
310015,65040803;6550769,57609671;127;Fietsnetwerk Westhoek;6605-6608;FIX;RL;RO
310138,20840023;6553603,68392528;127;Fietsnetwerk Westhoek;6607-6608;FIX;RO;RN
307951,94901917;6555213,15191031;127;Fietsnetwerk Westhoek;6595-6607;FIX;RN;RD
308273,72297455;6557789,19517989;127;Fietsnetwerk Westhoek;6594-6595;FIX;RD;RC
308477,40809729;6560369,52045384;127;Fietsnetwerk Westhoek;6593-6594;FIX;RC;RB
306061,98153506;6560471,07927866;127;Fietsnetwerk Westhoek;6588-6593;FIX;RB;Q6
309610,44172306;6549302,71934465;127;Fietsnetwerk Westhoek;6605-6996;FIX;RL;SA
312577,36523860;6549599,97934579;127;Fietsnetwerk Westhoek;6598-6996;FIX;SA;RF
314144,14172874;6549346,34759275;127;Fietsnetwerk Westhoek;6598-6599;FIX;RF;RG
314281,00735430;6548722,43228410;127;Fietsnetwerk Westhoek;6599-6600;FIX;RG;RH
315394,67220277;6545884,28307126;127;Fietsnetwerk Westhoek;6600-6602;FIX;RH;RJ
317282,55885379;6544978,80476062;127;Fietsnetwerk Westhoek;6601-6602;FIX;RJ;RI
317220,02758872;6548663,05140541;127;Fietsnetwerk Westhoek;6600-6601;FIX;RI;RH
314416,59465041;6573139,76465091;127;Fietsnetwerk Westhoek;6568-6583;FIX;QN;Q2
311642,19479738;6570965,20045007;127;Fietsnetwerk Westhoek;6568-6569;FIX;QO;QN
307897,77912048;6570946,18206744;127;Fietsnetwerk Westhoek;6569-6570;FIX;QO;QP
305964,92654715;6573401,76751077;127;Fietsnetwerk Westhoek;6570-6571;FIX;QP;QQ
303740,78031969;6570993,32556461;127;Fietsnetwerk Westhoek;6571-6572;FIX;QR;QQ
301699,22382365;6569126,73182494;127;Fietsnetwerk Westhoek;6572-6573;FIX;QS;QR
301091,54190100;6568600,83740433;127;Fietsnetwerk Westhoek;6573-6574;FIX;QT;QS
299343,16535965;6567172,63713177;127;Fietsnetwerk Westhoek;6555-6574;FIX;QT;QA
296695,65373325;6565366,82152340;127;Fietsnetwerk Westhoek;6554-6555;FIX;QA;P9
294815,66830346;6566547,47784342;127;Fietsnetwerk Westhoek;6553-6554;FIX;P9;P8
293078,92144373;6567616,48067437;127;Fietsnetwerk Westhoek;6548-6553;FIX;P8;P3
291579,68204787;6572594,05585692;127;Fietsnetwerk Westhoek;6305-6548;FIX;P3;JL
294578,20831755;6578569,06276289;127;Fietsnetwerk Westhoek;6304-6305;FIX;JL;JK
296738,70698042;6580849,31362172;127;Fietsnetwerk Westhoek;6297-6304;FIX;JK;JD
300806,82396432;6557597,81510413;127;Fietsnetwerk Westhoek;6586-6587;FIX;Q4;Q5
297601,78211056;6556758,74152978;127;Fietsnetwerk Westhoek;6557-6586;FIX;Q4;QC
296800,69528168;6559413,14052426;127;Fietsnetwerk Westhoek;6557-6558;FIX;QC;QD
294861,27792818;6563053,41038262;127;Fietsnetwerk Westhoek;6558-6560;FIX;QD;QF
291724,86970876;6563445,61333948;127;Fietsnetwerk Westhoek;6560-6561;FIX;QF;QG
293854,67228785;6561408,26384955;127;Fietsnetwerk Westhoek;6556-6561;FIX;QG;QB
296446,12047201;6559252,67957788;127;Fietsnetwerk Westhoek;6556-6557;FIX;QB;QC
292298,06793390;6573574,26408913;127;Fietsnetwerk Westhoek;6549-6549;NIV;#N/A;P4
292229,62097490;6573726,02737375;127;Fietsnetwerk Westhoek;6549-6549;NIV;#N/A;P4
295242,19806521;6564905,06375788;127;Fietsnetwerk Westhoek;6554-6554;NIV;P9;#N/A
310027,12342839;6567814,27119685;127;Fietsnetwerk Westhoek;6569-6590;FIX;Q8;QO
291818,25867930;6565417,54621061;127;Fietsnetwerk Westhoek;6548-6560;FIX;QF;P3
314691,14880070;6549959,76850082;127;Fietsnetwerk Westhoek;6597-6598;FIX;RF;RE
315636,76572634;6551915,71500187;127;Fietsnetwerk Westhoek;6597-6622;FIX;RE;R1
316777,99849796;6556418,54431113;127;Fietsnetwerk Westhoek;6610-6622;FIX;RQ;R1
320290,03144000;6562389,86248459;127;Fietsnetwerk Westhoek;6611-6630;FIX;R8;RR
319820,62028000;6566429,53395982;127;Fietsnetwerk Westhoek;6580-6630;FIX;QZ;R8
319411,36718123;6569737,00671156;127;Fietsnetwerk Westhoek;6579-6580;FIX;QY;QZ
321157,42415308;6570798,97115999;127;Fietsnetwerk Westhoek;6578-6579;FIX;QX;QY
323675,63828950;6572403,00161190;127;Fietsnetwerk Westhoek;6495-6578;FIX;OQ;QX
324225,54958607;6575623,57951733;127;Fietsnetwerk Westhoek;6495-6577;FIX;QW;OQ
321393,73253066;6562726,37559521;127;Fietsnetwerk Westhoek;6626-6630;FIX;R8;R4
321227,86700827;6568478,52528434;127;Fietsnetwerk Westhoek;6579-6624;FIX;QY;R2
323221,23217291;6569537,73401327;127;Fietsnetwerk Westhoek;6578-6624;FIX;R2;QX
314242,05243490;6551132,79965050;127;Fietsnetwerk Westhoek;6597-6609;FIX;RE;RP
310946,73429810;6556124,01915130;127;Fietsnetwerk Westhoek;6594-6609;FIX;RP;RC
321551,18108468;6562623,66266698;127;Fietsnetwerk Westhoek;6629-6629;NIV;#N/A;R7
322420,61800860;6565044,11112826;127;Fietsnetwerk Westhoek;6624-6629;FIX;R7;R2
325031,55372005;6565339,22953653;127;Fietsnetwerk Westhoek;6624-6625;FIX;R2;R3
321837,36990391;6587991,08882784;127;Fietsnetwerk Westhoek;6321-6321;FIX;J1;KA
322134,33962924;6588149,79130122;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
321567,40291832;6590356,01978863;127;Fietsnetwerk Westhoek;6286-6323;FIX;I2;J3
321874,43525521;6589281,85176563;127;Fietsnetwerk Westhoek;6323-6331;FIX;J3;KB
318817,88051016;6569579,31277268;127;Fietsnetwerk Westhoek;6580-6581;FIX;Q0;QZ
316509,04873947;6567114,32820007;127;Fietsnetwerk Westhoek;6581-6582;FIX;Q0;Q1
317733,98986643;6570874,82150921;127;Fietsnetwerk Westhoek;6576-6581;FIX;QV;Q0
334293,92503241;6592566,44493562;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
319913,58785240;6561131,66169856;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
325300,40069788;6595947,39118231;127;Fietsnetwerk Westhoek;6283-6284;FIX;I0;IZ
325752,62942480;6598894,35305926;127;Fietsnetwerk Westhoek;6283-6292;FIX;IZ;I8
324168,51593593;6601781,47929180;127;Fietsnetwerk Westhoek;6287-6292;FIX;I8;I3
323038,12918760;6604256,41590972;127;Fietsnetwerk Westhoek;6287-6288;FIX;I3;I4
319236,32654989;6607786,56965712;127;Fietsnetwerk Westhoek;6232-6288;DEL;I4;HM
317309,64739662;6611082,72913083;127;Fietsnetwerk Westhoek;6231-6232;FIX;HM;HL
318751,40970590;6612196,00258943;127;Fietsnetwerk Westhoek;6231-6291;FIX;HL;I7
322387,84123752;6612301,12549746;127;Fietsnetwerk Westhoek;6008-6291;FIX;I7;BI
325483,44683146;6611702,99558770;127;Fietsnetwerk Westhoek;6008-6009;FIX;BI;BJ
327776,67481302;6610235,84741448;127;Fietsnetwerk Westhoek;6009-6010;DEL;BJ;BK
326571,23465401;6606712,40754198;127;Fietsnetwerk Westhoek;6010-6289;FIX;BK;I5
325127,66088364;6607625,27863007;127;Fietsnetwerk Westhoek;6289-6290;FIX;I5;I6
325407,49287591;6609480,72167881;127;Fietsnetwerk Westhoek;6009-6290;FIX;I6;BJ
326090,35146467;6559752,88563643;127;Fietsnetwerk Westhoek;6532-6613;FIX;PP;RT
327371,01911252;6591662,13338152;127;Fietsnetwerk Westhoek;6461-6461;FIX;#N/A;NR
329230,42295672;6593452,27497298;127;Fietsnetwerk Westhoek;6460-6461;FIX;NQ;NR
299489,58445987;6588053,73389760;127;Fietsnetwerk Westhoek;6256-6295;DEL;H9;JB
307181,17836970;6553315,44366851;127;Fietsnetwerk Westhoek;6606-6607;FIX;RM;RN
302079,69161372;6555234,50093763;127;Fietsnetwerk Westhoek;6584-6586;FIX;Q3;Q4
305834,07121800;6555429,32499153;127;Fietsnetwerk Westhoek;6584-6595;FIX;Q3;RD
319513,03182230;6579909,83486017;127;Fietsnetwerk Westhoek;6316-6319;FIX;JW;JZ
332347,85599907;6576963,72293650;127;Fietsnetwerk Westhoek;6469-6491;FIX;NZ;OM
337947,07305714;6576863,30153832;127;Fietsnetwerk Westhoek;6469-6997;FIX;NZ;SB
339036,70098202;6579939,81256273;127;Fietsnetwerk Westhoek;6350-6997;FIX;SB;KR
337478,04794800;6585167,96163435;127;Fietsnetwerk Westhoek;6344-6913;DEL;KN;R9
336977,77074669;6587446,11224067;127;Fietsnetwerk Westhoek;6913-6913;NIV;R9;#N/A
336412,39020283;6585850,25235074;127;Fietsnetwerk Westhoek;6467-6913;DEL;R9;NX
320580,63524419;6556120,55781415;127;Fietsnetwerk Westhoek;6615-6621;FIX;R0;RV
318189,43233103;6554470,77614310;127;Fietsnetwerk Westhoek;6621-6622;FIX;R1;R0
293718,91282218;6586368,73639633;127;Fietsnetwerk Westhoek;6293-6294;DEL;I9;JA
289698,07814582;6587832,66233139;127;Fietsnetwerk Westhoek;6244-6293;DEL;HX;I9
302021,83596877;6592807,77328149;127;Fietsnetwerk Westhoek;6239-6254;DEL;H7;HS
300318,68187683;6593678,44707240;127;Fietsnetwerk Westhoek;6239-6240;FIX;HS;HT
302398,36001224;6594720,71653265;127;Fietsnetwerk Westhoek;6239-6257;FIX;IA;HS
303186,25010370;6596244,41363715;127;Fietsnetwerk Westhoek;6245-6257;FIX;HY;IA
303990,20507223;6595593,38003996;127;Fietsnetwerk Westhoek;6252-6257;FIX;IA;H5
329760,77957562;6563015,54571634;127;Fietsnetwerk Westhoek;6526-6533;FIX;PQ;PJ
333822,52593935;6563426,42610644;127;Fietsnetwerk Westhoek;6526-6527;FIX;PJ;PK
308371,30707036;6574382,75779468;127;Fietsnetwerk Westhoek;6567-6570;FIX;QP;QM
310109,92722036;6575638,72274520;127;Fietsnetwerk Westhoek;6566-6567;FIX;QL;QM
307926,60937956;6577409,05609643;127;Fietsnetwerk Westhoek;6565-6566;FIX;QK;QL
304817,82508207;6576138,01756225;127;Fietsnetwerk Westhoek;6564-6565;FIX;QJ;QK
304820,62276486;6574187,45591206;127;Fietsnetwerk Westhoek;6564-6571;FIX;QQ;QJ
303548,90735447;6574696,38083448;127;Fietsnetwerk Westhoek;6563-6564;FIX;QJ;QI
302773,15699518;6574788,00468424;127;Fietsnetwerk Westhoek;6562-6563;FIX;QI;QH
301976,30352498;6576920,34143624;127;Fietsnetwerk Westhoek;6302-6562;FIX;JI;QH
302543,92026756;6578884,05827964;127;Fietsnetwerk Westhoek;6301-6302;FIX;JH;JI
304471,01382856;6578079,58916650;127;Fietsnetwerk Westhoek;6301-6565;FIX;QK;JH
323500,40931825;6555462,21718027;127;Fietsnetwerk Westhoek;6614-6617;FIX;RW;RU
325013,58346441;6553805,52802880;127;Fietsnetwerk Westhoek;6617-6618;FIX;RX;RW
326800,67520095;6553327,26371129;127;Fietsnetwerk Westhoek;6544-6618;FIX;RX;P1
311633,68148734;6578921,65533993;127;Fietsnetwerk Westhoek;6306-6566;DEL;JM;QL
314093,44040275;6585955,50221821;127;Fietsnetwerk Westhoek;6307-6314;FIX;JU;JN
313565,88954906;6608173,35654157;127;Fietsnetwerk Westhoek;6218-6219;DEL;G8;G9
309601,01046855;6611262,11611852;127;Fietsnetwerk Westhoek;6215-6218;FIX;G8;G5
306979,16345335;6611689,57125871;127;Fietsnetwerk Westhoek;6214-6215;FIX;G4;G5
305924,08694799;6611866,24543376;127;Fietsnetwerk Westhoek;6212-6214;FIX;G4;G2
313091,43099901;6610412,40704133;127;Fietsnetwerk Westhoek;6218-6233;DEL;HN;G8
312792,67103484;6612451,35926007;127;Fietsnetwerk Westhoek;6223-6233;FIX;HD;HN
311794,80159116;6614873,62545155;127;Fietsnetwerk Westhoek;6223-6224;FIX;HE;HD
313216,22970995;6617483,91626765;127;Fietsnetwerk Westhoek;6224-6225;FIX;HF;HE
316394,02724916;6620097,99014167;127;Fietsnetwerk Westhoek;6225-6227;FIX;HH;HF
318124,71943980;6620881,22808910;127;Fietsnetwerk Westhoek;5966-6227;FIX;HH;AH
319713,47193404;6620466,40331331;127;Fietsnetwerk Westhoek;5966-5967;FIX;AH;AI
320368,30637706;6618913,92483265;127;Fietsnetwerk Westhoek;5967-6228;FIX;AI;HI
318636,76083945;6615774,04009269;127;Fietsnetwerk Westhoek;6228-6230;FIX;HK;HI
316737,69710197;6612365,52546877;127;Fietsnetwerk Westhoek;6230-6231;FIX;HL;HK
320126,07266939;6618405,27182241;127;Fietsnetwerk Westhoek;6228-6229;FIX;HI;HJ
318687,56511801;6619515,53040554;127;Fietsnetwerk Westhoek;6227-6229;FIX;HJ;HH
313966,47114421;6614168,61922842;127;Fietsnetwerk Westhoek;6223-6230;FIX;HD;HK
315727,83748469;6617122,05365256;127;Fietsnetwerk Westhoek;6224-6229;FIX;HJ;HE
310878,58395330;6615149,47629973;127;Fietsnetwerk Westhoek;6216-6224;FIX;HE;G6
308093,67480728;6613429,75521196;127;Fietsnetwerk Westhoek;6215-6216;FIX;G5;G6
306976,61235258;6610831,58710918;127;Fietsnetwerk Westhoek;6213-6214;FIX;G3;G4
303687,31812193;6608236,25764761;127;Fietsnetwerk Westhoek;6153-6213;FIX;FF;G3
298827,03858821;6605328,70820858;127;Fietsnetwerk Westhoek;6124-6153;FIX;FF;EO
297224,27948725;6602243,73747641;127;Fietsnetwerk Westhoek;6124-6124;NEW;EM;EO
299441,92465129;6607912,89411327;127;Fietsnetwerk Westhoek;6153-6154;FIX;FF;FG
301283,77251957;6611403,36354447;127;Fietsnetwerk Westhoek;6154-6204;FIX;FG;GU
295856,40230708;6608826,40949023;127;Fietsnetwerk Westhoek;6125-6154;FIX;FG;EP
290333,19326115;6605681,15608742;127;Fietsnetwerk Westhoek;6119-6125;DEL;EP;EK
291461,89441130;6598403,10423372;127;Fietsnetwerk Westhoek;6119-6234;FIX;EK;HO
290057,54500215;6595097,92507405;127;Fietsnetwerk Westhoek;6234-6234;DEL;HO;#N/A
294714,09482441;6595933,32495704;127;Fietsnetwerk Westhoek;6234-6236;FIX;HP;HO
320042,36195386;6549155,29302797;127;Fietsnetwerk Westhoek;6601-6620;FIX;RI;RZ
320881,68869875;6550349,96687667;127;Fietsnetwerk Westhoek;6620-6620;FIX;RZ;RZ
323151,98490689;6551874,25701811;127;Fietsnetwerk Westhoek;6618-6618;NIV;#N/A;RX
325219,11598728;6549685,64885497;127;Fietsnetwerk Westhoek;6618-6619;FIX;RX;RY
320983,29022640;6546384,12197240;127;Fietsnetwerk Westhoek;6601-6619;FIX;RY;RI
322752,27654329;6546797,43048932;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
322672,21548307;6546819,44492375;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
322488,65604705;6549204,20705124;127;Fietsnetwerk Westhoek;6619-6619;NIV;RY;#N/A
320110,31123908;6552597,74300604;127;Fietsnetwerk Westhoek;6621-6621;NIV;#N/A;R0
303539,18512787;6579977,96131666;127;Fietsnetwerk Westhoek;6300-6301;FIX;JG;JH
293052,82980683;6559166,92762370;127;Fietsnetwerk Westhoek;6556-6561;FIX;QG;QB
321761,78475223;6562617,32210889;127;Fietsnetwerk Westhoek;6629-6629;NIV;#N/A;R7
309591,09528372;6594156,84206526;127;Fietsnetwerk Westhoek;6264-6265;DEL;IH;IG
312039,32322900;6591477,21416488;127;Fietsnetwerk Westhoek;6264-6312;DEL;IG;JS
298915,83507967;6597779,18050379;127;Fietsnetwerk Westhoek;6238-6246;FIX;HR;HZ
297615,63350639;6598746,17454528;127;Fietsnetwerk Westhoek;6156-6238;FIX;FI;HR
296982,22984860;6600568,31279189;127;Fietsnetwerk Westhoek;6121-6156;NEW;UC;FI
299394,76849213;6601328,50855658;127;Fietsnetwerk Westhoek;6121-6248;DEL;H1;EM
303256,92106605;6602359,39214902;127;Fietsnetwerk Westhoek;6222-6248;FIX;HC;H1
304733,60339379;6603902,55710282;127;Fietsnetwerk Westhoek;6221-6222;FIX;HB;HC
296764,52518129;6600125,46740427;127;Fietsnetwerk Westhoek;6155-6156;FIX;FH;FI
296326,93909779;6600322,24456603;127;Fietsnetwerk Westhoek;6120-6155;DEL;EL;FH
296287,15799394;6601091,03241857;127;Fietsnetwerk Westhoek;6120-6121;DEL;EM;EL
299788,05191324;6595646,98368328;127;Fietsnetwerk Westhoek;6238-6239;FIX;HS;HR
327815,14177568;6594250,00302311;127;Fietsnetwerk Westhoek;6461-6462;FIX;NR;NS
310621,57133923;6586826,65647491;127;Fietsnetwerk Westhoek;6310-6311;FIX;JQ;JR
313572,59772538;6593842,97040406;127;Fietsnetwerk Westhoek;6263-6264;FIX;IG;IF
325971,67005175;6555022,94615160;127;Fietsnetwerk Westhoek;6545-6617;FIX;P2;RW
332921,06496599;6581130,61706919;127;Fietsnetwerk Westhoek;6492-6492;DEL;#N/A;ON
321295,40467298;6602199,40153219;127;Fietsnetwerk Westhoek;6280-6287;DEL;IW;I3
304936,94689050;6583847,75284600;127;Fietsnetwerk Westhoek;6299-6309;FIX;JF;JP
293107,22903094;6600849,97497425;127;Fietsnetwerk Westhoek;6119-6120;DEL;EL;EK
308684,79330223;6615850,35531511;127;Fietsnetwerk Westhoek;6216-6217;FIX;G6;G7
312463,45417364;6551393,90002460;127;Fietsnetwerk Westhoek;6608-6609;FIX;RP;RO
323407,58836664;6597119,98490991;127;Fietsnetwerk Westhoek;6282-6283;FIX;IZ;IY
316234,79264593;6602078,94288910;127;Fietsnetwerk Westhoek;6277-6278;DEL;IT;IU
314301,22930333;6600863,84813353;127;Fietsnetwerk Westhoek;6276-6277;FIX;IS;IT
314383,39798734;6599383,28654423;127;Fietsnetwerk Westhoek;6275-6276;FIX;IS;IR
314584,04094347;6597665,18735129;127;Fietsnetwerk Westhoek;6271-6275;FIX;IR;IN
315026,11731922;6603623,33376373;127;Fietsnetwerk Westhoek;6277-6277;FIX;G9;IT
311128,10605470;6544284,47454808;127;Fietsnetwerk Westhoek;6602-6603;FIX;RJ;RK
310652,55189922;6548405,10657293;127;Fietsnetwerk Westhoek;6603-6996;FIX;SA;RK
312263,48295666;6548070,86505688;127;Fietsnetwerk Westhoek;6599-6603;FIX;RK;RG
294194,70317539;6575132,03331585;127;Fietsnetwerk Westhoek;6549-6550;FIX;P5;P4
296010,74456279;6573488,39496358;127;Fietsnetwerk Westhoek;6550-6551;FIX;P5;P6
299832,94083534;6573747,46575031;127;Fietsnetwerk Westhoek;6551-6562;FIX;QH;P6
329365,66342283;6605844,00879601;127;Fietsnetwerk Westhoek;6010-6011;DEL;BL;BK
333695,51540646;6568371,50236957;127;Fietsnetwerk Westhoek;6376-6377;FIX;LH;LG
333909,97636106;6567616,51780912;127;Fietsnetwerk Westhoek;6376-6493;FIX;LG;OO
332849,84297338;6566242,74037647;127;Fietsnetwerk Westhoek;6493-6526;FIX;OO;PJ
295078,98697676;6598593,14249706;127;Fietsnetwerk Westhoek;6155-6234;FIX;HO;FH
298257,51294174;6570944,49967966;127;Fietsnetwerk Westhoek;6551-6552;FIX;P6;P7
299563,65095183;6569135,07562442;127;Fietsnetwerk Westhoek;6552-6574;FIX;P7;QT
291962,45063900;6581800,96219883;127;Fietsnetwerk Westhoek;6293-6305;FIX;I9;JL
326745,10177701;6589354,40117609;127;Fietsnetwerk Westhoek;6324-6325;FIX;J5;J4
325795,45522364;6574304,63272917;127;Fietsnetwerk Westhoek;6490-6495;FIX;OQ;OL
324920,97191720;6573072,66680492;127;Fietsnetwerk Westhoek;6494-6495;FIX;OP;OQ
327210,87041524;6572821,57542378;127;Fietsnetwerk Westhoek;6494-6496;FIX;OP;OR
310997,49272472;6561334,72896312;127;Fietsnetwerk Westhoek;6592-6593;FIX;RA;RB
313261,33700715;6563392,12791027;127;Fietsnetwerk Westhoek;6591-6592;FIX;RA;Q9
315122,91940859;6560050,76049089;127;Fietsnetwerk Westhoek;6592-6610;FIX;RQ;RA
312277,48389140;6574615,73129267;127;Fietsnetwerk Westhoek;6567-6568;FIX;QM;QN
297204,47324073;6595915,89235021;127;Fietsnetwerk Westhoek;6237-6238;FIX;HR;HQ
299724,55336032;6577705,47797557;127;Fietsnetwerk Westhoek;6302-6303;FIX;JI;JJ
296519,51992481;6577299,45811099;127;Fietsnetwerk Westhoek;6303-6550;FIX;JJ;P5
297125,80869814;6578460,92844691;127;Fietsnetwerk Westhoek;6303-6304;FIX;JJ;JK
315381,97480923;6610878,55864461;127;Fietsnetwerk Westhoek;6232-6233;FIX;HN;HM
297898,99421937;6563173,65787820;127;Fietsnetwerk Westhoek;6555-6559;FIX;QE;QA
297127,48494119;6559695,58765462;127;Fietsnetwerk Westhoek;6558-6559;FIX;QD;QE
314304,36159615;6620307,41799595;127;Fietsnetwerk Westhoek;6225-6226;FIX;HF;HG
315964,07969105;6623122,24495944;127;Fietsnetwerk Westhoek;6226-6226;NIV;#N/A;HG
302181,45032281;6605105,72911077;127;Fietsnetwerk Westhoek;6153-6222;FIX;HC;FF
308235,06941850;6594906,83430815;127;Fietsnetwerk Westhoek;6266-6267;DEL;IJ;II
323483,14552799;6606710,50943808;127;Fietsnetwerk Westhoek;6288-6289;FIX;I4;I5
313325,82931359;6599970,01855122;127;Fietsnetwerk Westhoek;6269-6276;FIX;IL;IS
335880,22891268;6594502,95328752;127;Fietsnetwerk Westhoek;6105-6458;FIX;D6;NO
319522,31502226;6589154,75864447;127;Fietsnetwerk Westhoek;6322-6323;DEL;J3;J2
302274,61231377;6571832,61065768;127;Fietsnetwerk Westhoek;6563-6572;FIX;QI;QR
303375,66276301;6562503,61340938;127;Fietsnetwerk Westhoek;6589-6589;NIV;#N/A;Q7
300211,07742332;6561247,95729611;127;Fietsnetwerk Westhoek;6559-6589;FIX;QE;Q7
302719,22579066;6565654,29520838;127;Fietsnetwerk Westhoek;6573-6589;FIX;Q7;QS
303397,39901342;6562535,09971874;127;Fietsnetwerk Westhoek;-;NIV;#N/A;#N/A
343926,74788852;6585215,05773739;127;Fietsnetwerk Westhoek;6197-6343;DEL;KM;GN
345116,93998618;6590690,92808174;127;Fietsnetwerk Westhoek;6189-6197;DEL;GN;GF
346061,90188495;6587426,53736247;127;Fietsnetwerk Westhoek;6196-6197;DEL;GN;GM
296213,62505996;6569460,01813751;127;Fietsnetwerk Westhoek;6552-6553;FIX;P8;P7
302070,81035612;6600361,30182986;127;Fietsnetwerk Westhoek;6247-6248;DEL;H1;H0
328607,98711080;6569559,38605438;127;Fietsnetwerk Westhoek;6493-6494;FIX;OO;OP
295824,07454132;6605925,11729093;127;Fietsnetwerk Westhoek;6124-6125;DEL;EO;EP
337300,81751063;6589169,10299261;127;Fietsnetwerk Westhoek;6346-6346;NIV;#N/A;KO
316099,24162766;6597621,44615837;127;Fietsnetwerk Westhoek;6259-6275;DEL;IB;IR
321207,13679118;6560693,06200664;127;Fietsnetwerk Westhoek;6612-6612;NIV;RS;#N/A
321687,99882858;6610248,26891627;127;Fietsnetwerk Westhoek;6290-6291;FIX;I6;I7
301789,17237420;6585287,92357119;127;Fietsnetwerk Westhoek;6296-6298;DEL;JE;JC
373773,28490282;6622029,24220421;219;FNW Zeeuws VL_OVL;6143-6143;NIV;#N/A;E6
376582,57144918;6619344,12343884;219;FNW Zeeuws VL_OVL;6143-6159;FIX;E6;FL
379807,38850604;6617735,70193107;219;FNW Zeeuws VL_OVL;6159-7168;FIX;FL;SV
381508,64531918;6619291,59990713;219;FNW Zeeuws VL_OVL;7167-7168;FIX;SV;SU
381574,67972383;6622208,51785494;219;FNW Zeeuws VL_OVL;7165-7167;FIX;SU;SS
378884,09837532;6622208,63965111;219;FNW Zeeuws VL_OVL;7165-7165;NIV;SS;#N/A
375435,82761088;6622906,34532564;219;FNW Zeeuws VL_OVL;6144-6144;NIV;#N/A;E7
374623,49445774;6623598,43243449;219;FNW Zeeuws VL_OVL;6144-6145;FIX;E7;E8
375111,31058581;6625482,27160771;219;FNW Zeeuws VL_OVL;6145-6147;FIX;E9;E8
380126,03347778;6626210,80758817;219;FNW Zeeuws VL_OVL;6147-7163;FIX;E9;SQ
383368,20146178;6627898,57258562;219;FNW Zeeuws VL_OVL;7163-7164;FIX;SQ;SR
383127,91203975;6629414,27683800;219;FNW Zeeuws VL_OVL;7164-7164;NIV;SR;#N/A
378134,31559777;6615488,30753835;219;FNW Zeeuws VL_OVL;6159-6159;NIV;#N/A;FL
389851,06621102;6560074,55190474;219;FNW Zeeuws VL_OVL;6480-6480;NIV;#N/A;OA
389734,33447419;6559052,76931383;219;FNW Zeeuws VL_OVL;6480-6480;NIV;#N/A;OA
385505,95504018;6566641,75255177;219;FNW Zeeuws VL_OVL;7192-7192;NIV;#N/A;TJ
387033,89138936;6565100,80574822;219;FNW Zeeuws VL_OVL;7192-7196;FIX;TJ;TN
386550,76124677;6563271,72196315;219;FNW Zeeuws VL_OVL;6478-7196;FIX;TN;N8
387459,25591889;6561063,16754426;219;FNW Zeeuws VL_OVL;6478-6481;FIX;N8;OB
389135,76318076;6560072,53761834;219;FNW Zeeuws VL_OVL;6480-6481;FIX;OB;OA
383118,60223661;6582481,26493241;219;FNW Zeeuws VL_OVL;6367-6367;NIV;#N/A;K8
380221,30903711;6583719,55124857;219;FNW Zeeuws VL_OVL;6366-6367;FIX;K8;K7
378073,37448220;6584738,20594603;219;FNW Zeeuws VL_OVL;6338-6366;FIX;K7;KH
379679,09834248;6587655,62082874;219;FNW Zeeuws VL_OVL;6336-6338;FIX;KG;KH
380186,90367885;6591280,28953839;219;FNW Zeeuws VL_OVL;6336-6337;FIX;KG;KH
381653,64806106;6591529,84864372;219;FNW Zeeuws VL_OVL;6337-7175;FIX;KH;S2
382947,04583655;6593472,94222745;219;FNW Zeeuws VL_OVL;7175-7176;FIX;S2;S3
383444,42119614;6595432,16685234;219;FNW Zeeuws VL_OVL;7176-7176;NIV;S3;#N/A
390415,48424819;6559158,81061231;219;FNW Zeeuws VL_OVL;7197-7197;NIV;#N/A;TO
391430,43001594;6556304,36597638;219;FNW Zeeuws VL_OVL;7197-7201;FIX;TO;TS
391984,69084651;6553404,86547234;219;FNW Zeeuws VL_OVL;7201-7201;NIV;TS;#N/A
374249,31428946;6609847,87693849;219;FNW Zeeuws VL_OVL;6163-6163;NIV;#N/A;FP
375376,53948088;6610432,82822596;219;FNW Zeeuws VL_OVL;6163-6163;NIV;#N/A;FP
373088,95664075;6608569,97211984;219;FNW Zeeuws VL_OVL;6181-6181;NIV;#N/A;F7
372503,69487879;6607150,50932299;219;FNW Zeeuws VL_OVL;6181-6182;FIX;F8;F7
371623,58322426;6606248,44997922;219;FNW Zeeuws VL_OVL;6182-6183;FIX;F9;F8
374239,50516970;6603018,83514956;219;FNW Zeeuws VL_OVL;6183-6211;FIX;G1;F9
377770,13958334;6598210,87564993;219;FNW Zeeuws VL_OVL;6211-6211;NIV;#N/A;G1
378848,22554151;6595921,72422602;219;FNW Zeeuws VL_OVL;-;NIV;#N/A;#N/A
